0_0000000000,0.000000,0.000000
1_1000000000,36.717000,76.494000
2_1100000000,60.153000,128.088000
3_1110000000,107.832000,225.315000
3_1100000000,60.153000,128.088000
4_1101000000,107.112000,207.566000
4_1100000000,60.153000,128.088000
5_1100100000,81.276000,154.760000
6_1100110000,112.890000,191.994000
6_1100100000,81.276000,154.760000
7_1100101000,103.096000,186.882000
7_1100100000,81.276000,154.760000
8_1100100100,103.372000,187.318000
8_1100100000,81.276000,154.760000
9_1100100010,116.993000,191.673000
9_1100100000,81.276000,154.760000
10_1100100001,121.602000,201.592000
10_1100100000,81.276000,154.760000
5_1100000000,60.153000,128.088000
6_1100010000,91.767000,169.646000
7_1100011000,113.587000,207.098000
7_1100010000,91.767000,169.646000
8_1100010100,113.863000,193.700000
8_1100010000,91.767000,169.646000
9_1100010010,127.484000,209.813000
9_1100010000,91.767000,169.646000
10_1100010001,132.093000,206.482000
10_1100010000,91.767000,169.646000
6_1100000000,60.153000,128.088000
7_1100001000,81.973000,161.620000
8_1100001100,104.069000,186.188000
8_1100001000,81.973000,161.620000
9_1100001010,117.690000,194.305000
9_1100001000,81.973000,161.620000
10_1100001001,122.299000,200.981000
10_1100001000,81.973000,161.620000
7_1100000000,60.153000,128.088000
8_1100000100,82.249000,155.245000
9_1100000110,117.966000,195.096000
9_1100000100,82.249000,155.245000
8_1100000000,60.153000,128.088000
9_1100000010,95.870000,163.249000
9_1100000000,60.153000,128.088000
2_1000000000,36.717000,76.494000
3_1010000000,84.396000,163.701000
4_1011000000,131.355000,239.183000
4_1010000000,84.396000,163.701000
5_1010100000,105.519000,192.216000
5_1010000000,84.396000,163.701000
6_1010010000,116.010000,203.170000
6_1010000000,84.396000,163.701000
7_1010001000,106.216000,183.857000
7_1010000000,84.396000,163.701000
8_1010000100,106.492000,186.092000
8_1010000000,84.396000,163.701000
9_1010000010,120.113000,200.019000
9_1010000000,84.396000,163.701000
10_1010000001,124.722000,202.154000
10_1010000000,84.396000,163.701000
3_1000000000,36.717000,76.494000
4_1001000000,83.676000,158.443000
5_1001100000,104.799000,187.822000
5_1001000000,83.676000,158.443000
6_1001010000,115.290000,208.788000
6_1001000000,83.676000,158.443000
7_1001001000,105.496000,184.846000
7_1001000000,83.676000,158.443000
8_1001000100,105.772000,181.256000
8_1001000000,83.676000,158.443000
9_1001000010,119.393000,193.688000
9_1001000000,83.676000,158.443000
10_1001000001,124.002000,189.674000
10_1001000000,83.676000,158.443000
4_1000000000,36.717000,76.494000
5_1000100000,57.840000,109.436000
6_1000110000,89.454000,153.138000
6_1000100000,57.840000,109.436000
7_1000101000,79.660000,135.705000
7_1000100000,57.840000,109.436000
8_1000100100,79.936000,139.541000
8_1000100000,57.840000,109.436000
5_1000000000,36.717000,76.494000
6_1000010000,68.331000,124.520000
7_1000011000,90.151000,156.119000
8_1000011100,112.247000,175.131000
8_1000011000,90.151000,156.119000
9_1000011010,125.868000,196.047000
9_1000011000,90.151000,156.119000
7_1000010000,68.331000,124.520000
8_1000010100,90.427000,146.121000
8_1000010000,68.331000,124.520000
6_1000000000,36.717000,76.494000
7_1000001000,58.537000,104.173000
7_1000000000,36.717000,76.494000
1_0000000000,0.000000,0.000000
2_0100000000,23.436000,46.454000
3_0110000000,71.115000,144.231000
4_0111000000,118.074000,213.195000
4_0110000000,71.115000,144.231000
5_0110100000,92.238000,167.192000
6_0110110000,123.852000,193.935000
6_0110100000,92.238000,167.192000
7_0110101000,114.058000,188.240000
7_0110100000,92.238000,167.192000
8_0110100100,114.334000,195.402000
8_0110100000,92.238000,167.192000
9_0110100010,127.955000,198.250000
9_0110100000,92.238000,167.192000
10_0110100001,132.564000,206.738000
10_0110100000,92.238000,167.192000
5_0110000000,71.115000,144.231000
6_0110010000,102.729000,175.298000
6_0110000000,71.115000,144.231000
7_0110001000,92.935000,166.689000
8_0110001100,115.031000,186.909000
8_0110001000,92.935000,166.689000
9_0110001010,128.652000,193.519000
9_0110001000,92.935000,166.689000
10_0110001001,133.261000,198.764000
10_0110001000,92.935000,166.689000
7_0110000000,71.115000,144.231000
8_0110000100,93.211000,167.040000
9_0110000110,128.928000,201.036000
9_0110000100,93.211000,167.040000
10_0110000101,133.537000,201.910000
10_0110000100,93.211000,167.040000
8_0110000000,71.115000,144.231000
9_0110000010,106.832000,173.537000
9_0110000000,71.115000,144.231000
3_0100000000,23.436000,46.454000
4_0101000000,70.395000,121.885000
5_0101100000,91.518000,145.710000
5_0101000000,70.395000,121.885000
4_0100000000,23.436000,46.454000
5_0100100000,44.559000,73.842000
6_0100110000,76.173000,109.142000
6_0100100000,44.559000,73.842000
5_0100000000,23.436000,46.454000
6_0100010000,55.050000,86.078000
7_0100011000,76.870000,119.979000
7_0100010000,55.050000,86.078000
6_0100000000,23.436000,46.454000
2_0000000000,0.000000,0.000000
3_0010000000,47.679000,87.757000
4_0011000000,94.638000,159.192000
4_0010000000,47.679000,87.757000
5_0010100000,68.802000,116.988000
5_0010000000,47.679000,87.757000
6_0010010000,79.293000,125.292000
6_0010000000,47.679000,87.757000
7_0010001000,69.499000,104.362000
7_0010000000,47.679000,87.757000
3_0000000000,0.000000,0.000000
4_0001000000,46.959000,77.902000
5_0001100000,68.082000,107.997000
6_0001110000,99.696000,152.084000
6_0001100000,68.082000,107.997000
5_0001000000,46.959000,77.902000
4_0000000000,0.000000,0.000000
5_0000100000,21.123000,33.658000
6_0000110000,52.737000,75.426000
6_0000100000,21.123000,33.658000
5_0000000000,0.000000,0.000000
