0_0000000000,0.000000,0.000000
1_1000000000,47.580000,103.908000
2_1100000000,93.789000,185.516000
3_1110000000,140.466000,260.421000
3_1100000000,93.789000,185.516000
4_1101000000,138.584000,256.136000
4_1100000000,93.789000,185.516000
5_1100100000,133.621000,246.194000
5_1100000000,93.789000,185.516000
6_1100010000,139.475000,262.278000
6_1100000000,93.789000,185.516000
7_1100001000,120.250000,207.437000
7_1100000000,93.789000,185.516000
8_1100000100,116.884000,212.059000
8_1100000000,93.789000,185.516000
9_1100000010,130.591000,217.112000
9_1100000000,93.789000,185.516000
10_1100000001,120.907000,206.119000
10_1100000000,93.789000,185.516000
2_1000000000,47.580000,103.908000
3_1010000000,94.257000,185.296000
4_1011000000,139.052000,264.670000
4_1010000000,94.257000,185.296000
5_1010100000,134.089000,233.112000
5_1010000000,94.257000,185.296000
6_1010010000,139.943000,257.131000
6_1010000000,94.257000,185.296000
7_1010001000,120.718000,218.612000
7_1010000000,94.257000,185.296000
8_1010000100,117.352000,207.905000
8_1010000000,94.257000,185.296000
9_1010000010,131.059000,228.281000
9_1010000000,94.257000,185.296000
10_1010000001,121.375000,208.501000
10_1010000000,94.257000,185.296000
3_1000000000,47.580000,103.908000
4_1001000000,92.375000,178.207000
5_1001100000,132.207000,235.629000
5_1001000000,92.375000,178.207000
6_1001010000,138.061000,252.064000
6_1001000000,92.375000,178.207000
7_1001001000,118.836000,215.034000
7_1001000000,92.375000,178.207000
8_1001000100,115.470000,203.943000
8_1001000000,92.375000,178.207000
9_1001000010,129.177000,217.383000
9_1001000000,92.375000,178.207000
4_1000000000,47.580000,103.908000
5_1000100000,87.412000,158.525000
5_1000000000,47.580000,103.908000
6_1000010000,93.266000,170.619000
6_1000000000,47.580000,103.908000
7_1000001000,74.041000,132.574000
7_1000000000,47.580000,103.908000
1_0000000000,0.000000,0.000000
2_0100000000,46.209000,86.194000
3_0110000000,92.886000,160.402000
3_0100000000,46.209000,86.194000
4_0101000000,91.004000,158.186000
4_0100000000,46.209000,86.194000
5_0100100000,86.041000,152.139000
5_0100000000,46.209000,86.194000
6_0100010000,91.895000,156.591000
6_0100000000,46.209000,86.194000
2_0000000000,0.000000,0.000000
3_0010000000,46.677000,80.691000
4_0011000000,91.472000,161.437000
4_0010000000,46.677000,80.691000
5_0010100000,86.509000,133.774000
5_0010000000,46.677000,80.691000
6_0010010000,92.363000,146.161000
6_0010000000,46.677000,80.691000
3_0000000000,0.000000,0.000000
4_0001000000,44.795000,75.671000
5_0001100000,84.627000,138.360000
5_0001000000,44.795000,75.671000
6_0001010000,90.481000,143.163000
6_0001000000,44.795000,75.671000
4_0000000000,0.000000,0.000000
5_0000100000,39.832000,59.884000
5_0000000000,0.000000,0.000000
6_0000010000,45.686000,60.346000
6_0000000000,0.000000,0.000000
